Entity,Code,Day,total_vaccinations_per_hundred
Ecuador,ECU,29-01-2021,0.04
Ecuador,ECU,30-01-2021,0.04
Ecuador,ECU,31-01-2021,0.04
Ecuador,ECU,01-02-2021,0.05
Ecuador,ECU,02-02-2021,0.05
Ecuador,ECU,03-02-2021,0.07
Ecuador,ECU,04-02-2021,0.07
Ecuador,ECU,05-02-2021,0.07
Ecuador,ECU,06-02-2021,0.07
Ecuador,ECU,07-02-2021,0.07
Ecuador,ECU,08-02-2021,0.07
Ecuador,ECU,09-02-2021,0.07
Ecuador,ECU,10-02-2021,0.07
Ecuador,ECU,11-02-2021,0.08
Ecuador,ECU,12-02-2021,0.08
Ecuador,ECU,13-02-2021,0.08
Ecuador,ECU,14-02-2021,0.08
Ecuador,ECU,15-02-2021,0.08
Ecuador,ECU,16-02-2021,0.08
Ecuador,ECU,17-02-2021,0.08
Ecuador,ECU,18-02-2021,0.21
Ecuador,ECU,19-02-2021,0.24
Ecuador,ECU,20-02-2021,0.24
Ecuador,ECU,21-02-2021,0.25
Ecuador,ECU,22-02-2021,0.26
Ecuador,ECU,23-02-2021,0.26
Ecuador,ECU,24-02-2021,0.27
Ecuador,ECU,25-02-2021,0.37
Ecuador,ECU,26-02-2021,0.43
Ecuador,ECU,27-02-2021,0.43
Ecuador,ECU,28-02-2021,0.43
Ecuador,ECU,01-03-2021,0.43
Ecuador,ECU,02-03-2021,0.43
Ecuador,ECU,03-03-2021,0.43
Ecuador,ECU,04-03-2021,0.6
Ecuador,ECU,05-03-2021,0.71
Ecuador,ECU,06-03-2021,0.73
Ecuador,ECU,07-03-2021,0.73
Ecuador,ECU,08-03-2021,0.76
Ecuador,ECU,09-03-2021,0.76
Ecuador,ECU,10-03-2021,0.77
Ecuador,ECU,11-03-2021,0.97
Ecuador,ECU,12-03-2021,1.25
Ecuador,ECU,13-03-2021,1.34
Ecuador,ECU,14-03-2021,1.35
Ecuador,ECU,15-03-2021,1.41
Ecuador,ECU,16-03-2021,1.46
Ecuador,ECU,17-03-2021,1.49
Ecuador,ECU,18-03-2021,1.54
Ecuador,ECU,19-03-2021,1.59
Ecuador,ECU,20-03-2021,1.64
Ecuador,ECU,21-03-2021,1.65
Ecuador,ECU,22-03-2021,1.89
Ecuador,ECU,23-03-2021,2.02
Ecuador,ECU,24-03-2021,2.07
Ecuador,ECU,25-03-2021,2.19
Ecuador,ECU,26-03-2021,2.33
Ecuador,ECU,27-03-2021,2.37
Ecuador,ECU,28-03-2021,2.37
Ecuador,ECU,29-03-2021,2.48
Ecuador,ECU,30-03-2021,2.55
Ecuador,ECU,31-03-2021,2.62
Ecuador,ECU,01-04-2021,2.81
Ecuador,ECU,02-04-2021,2.88
Ecuador,ECU,03-04-2021,2.92
Ecuador,ECU,04-04-2021,2.94
Ecuador,ECU,05-04-2021,3.22
Ecuador,ECU,06-04-2021,3.44
Ecuador,ECU,07-04-2021,3.69
Ecuador,ECU,08-04-2021,3.78
Ecuador,ECU,09-04-2021,3.84
Ecuador,ECU,10-04-2021,3.85
Ecuador,ECU,11-04-2021,3.85
Ecuador,ECU,12-04-2021,3.9
Ecuador,ECU,13-04-2021,4.18
Ecuador,ECU,14-04-2021,4.36
Ecuador,ECU,15-04-2021,4.57
Ecuador,ECU,16-04-2021,4.82
Ecuador,ECU,17-04-2021,5.07
Ecuador,ECU,18-04-2021,5.09
Ecuador,ECU,19-04-2021,5.32
Ecuador,ECU,20-04-2021,5.59
Ecuador,ECU,21-04-2021,5.93
Ecuador,ECU,22-04-2021,6.2
Ecuador,ECU,23-04-2021,6.53
Ecuador,ECU,24-04-2021,6.66
Ecuador,ECU,25-04-2021,6.7
Ecuador,ECU,26-04-2021,6.97
Ecuador,ECU,27-04-2021,7.31
Ecuador,ECU,28-04-2021,7.62
Ecuador,ECU,29-04-2021,8.02
Ecuador,ECU,30-04-2021,8.4
Ecuador,ECU,01-05-2021,8.7
Ecuador,ECU,02-05-2021,8.93
Ecuador,ECU,03-05-2021,9.21
Ecuador,ECU,04-05-2021,9.43
Ecuador,ECU,05-05-2021,9.72
Ecuador,ECU,06-05-2021,10.04
Ecuador,ECU,07-05-2021,10.3
Ecuador,ECU,08-05-2021,10.4
Ecuador,ECU,09-05-2021,10.43
Ecuador,ECU,10-05-2021,10.6
Ecuador,ECU,11-05-2021,10.81
Ecuador,ECU,12-05-2021,11.04
Ecuador,ECU,13-05-2021,11.29
Ecuador,ECU,14-05-2021,11.64
Ecuador,ECU,15-05-2021,11.86
Ecuador,ECU,16-05-2021,11.98
Ecuador,ECU,17-05-2021,12.25
Ecuador,ECU,18-05-2021,12.5
Ecuador,ECU,19-05-2021,12.77
Ecuador,ECU,20-05-2021,13.21
Ecuador,ECU,21-05-2021,13.68
Ecuador,ECU,22-05-2021,14
Ecuador,ECU,23-05-2021,14.51
Ecuador,ECU,24-05-2021,14.53
Ecuador,ECU,25-05-2021,14.56
Ecuador,ECU,26-05-2021,14.89
Ecuador,ECU,27-05-2021,15.23
Ecuador,ECU,28-05-2021,15.54
Ecuador,ECU,29-05-2021,15.75
Ecuador,ECU,30-05-2021,15.86
Ecuador,ECU,31-05-2021,16.19
Ecuador,ECU,01-06-2021,16.47
Ecuador,ECU,02-06-2021,16.8
Ecuador,ECU,03-06-2021,17.24
Ecuador,ECU,04-06-2021,17.76
Ecuador,ECU,05-06-2021,18.02
Ecuador,ECU,06-06-2021,18.2
Ecuador,ECU,07-06-2021,18.53
Ecuador,ECU,08-06-2021,18.87
Ecuador,ECU,09-06-2021,19.21
Ecuador,ECU,10-06-2021,19.61
Ecuador,ECU,11-06-2021,20.08
Ecuador,ECU,12-06-2021,20.36
Ecuador,ECU,13-06-2021,20.56
Ecuador,ECU,14-06-2021,20.88
Ecuador,ECU,15-06-2021,21.26
Ecuador,ECU,16-06-2021,21.79
Ecuador,ECU,17-06-2021,22.37
Ecuador,ECU,18-06-2021,22.89
Ecuador,ECU,19-06-2021,23.19
Ecuador,ECU,20-06-2021,23.28
Ecuador,ECU,21-06-2021,23.66
Ecuador,ECU,22-06-2021,24.05
Ecuador,ECU,23-06-2021,24.46
Ecuador,ECU,24-06-2021,24.93
Ecuador,ECU,25-06-2021,25.32
Ecuador,ECU,26-06-2021,25.63
Ecuador,ECU,27-06-2021,25.75
Ecuador,ECU,28-06-2021,26.14
Ecuador,ECU,29-06-2021,26.5
Ecuador,ECU,30-06-2021,26.95
Ecuador,ECU,01-07-2021,27.49
Ecuador,ECU,02-07-2021,28.08
Ecuador,ECU,03-07-2021,28.58
Ecuador,ECU,04-07-2021,28.9
Ecuador,ECU,05-07-2021,29.72
Ecuador,ECU,06-07-2021,30.72
Ecuador,ECU,07-07-2021,31.83
Ecuador,ECU,08-07-2021,33.12
Ecuador,ECU,09-07-2021,34.64
Ecuador,ECU,10-07-2021,36.05
Ecuador,ECU,11-07-2021,37.11
Ecuador,ECU,12-07-2021,38.68
Ecuador,ECU,13-07-2021,40.66
Ecuador,ECU,14-07-2021,42.9
Ecuador,ECU,15-07-2021,45.3
Ecuador,ECU,16-07-2021,47.62
Ecuador,ECU,17-07-2021,49.35
Ecuador,ECU,18-07-2021,50.77
Ecuador,ECU,19-07-2021,52.56
Ecuador,ECU,20-07-2021,54.32
Ecuador,ECU,21-07-2021,55.87
Ecuador,ECU,22-07-2021,57.32
Ecuador,ECU,23-07-2021,58.73
Ecuador,ECU,24-07-2021,59.82
Ecuador,ECU,25-07-2021,60.61
Ecuador,ECU,26-07-2021,61.62
Ecuador,ECU,27-07-2021,63.09
Ecuador,ECU,28-07-2021,64.79
Ecuador,ECU,29-07-2021,66.57
Ecuador,ECU,30-07-2021,68.39
Ecuador,ECU,31-07-2021,69.75
Ecuador,ECU,01-08-2021,70.67
Ecuador,ECU,02-08-2021,71.77
Ecuador,ECU,03-08-2021,72.97
Ecuador,ECU,04-08-2021,74.19
Ecuador,ECU,05-08-2021,75.47
Ecuador,ECU,06-08-2021,76.9
Ecuador,ECU,07-08-2021,78.22
Ecuador,ECU,08-08-2021,79.38
Ecuador,ECU,09-08-2021,79.41
Ecuador,ECU,10-08-2021,81.52
Ecuador,ECU,11-08-2021,83.41
Ecuador,ECU,12-08-2021,84.92
Ecuador,ECU,13-08-2021,86.03
Ecuador,ECU,14-08-2021,86.61
Ecuador,ECU,15-08-2021,86.98
Ecuador,ECU,16-08-2021,89.09
Ecuador,ECU,17-08-2021,91.37
Ecuador,ECU,18-08-2021,93.52
Ecuador,ECU,19-08-2021,95.34
Ecuador,ECU,20-08-2021,96.88
Ecuador,ECU,21-08-2021,97.95
Ecuador,ECU,22-08-2021,98.69
Ecuador,ECU,23-08-2021,99.75
Ecuador,ECU,24-08-2021,101.02
Ecuador,ECU,25-08-2021,102.31
Ecuador,ECU,26-08-2021,103.69
Ecuador,ECU,27-08-2021,105.18
Ecuador,ECU,28-08-2021,106.22
Ecuador,ECU,29-08-2021,106.86
Ecuador,ECU,30-08-2021,107.87
Ecuador,ECU,31-08-2021,108.76
Ecuador,ECU,08-09-2021,112.18
Ecuador,ECU,09-09-2021,112.48
Ecuador,ECU,10-09-2021,112.8
Ecuador,ECU,11-09-2021,112.86
Ecuador,ECU,12-09-2021,112.89
Ecuador,ECU,13-09-2021,113.21
Ecuador,ECU,14-09-2021,113.58
Ecuador,ECU,15-09-2021,114
Ecuador,ECU,20-09-2021,114.33
Ecuador,ECU,21-09-2021,114.69
Ecuador,ECU,22-09-2021,114.78
Ecuador,ECU,23-09-2021,115
Ecuador,ECU,24-09-2021,115.22
Ecuador,ECU,25-09-2021,115.25
Ecuador,ECU,26-09-2021,115.26
Ecuador,ECU,27-09-2021,115.53
Ecuador,ECU,28-09-2021,116.13
Ecuador,ECU,29-09-2021,116.51
Egypt,EGY,24-01-2021,0
Egypt,EGY,30-01-2021,0
Egypt,EGY,27-03-2021,0.16
Egypt,EGY,18-04-2021,0.63
Egypt,EGY,09-05-2021,1.25
Egypt,EGY,11-05-2021,1.32
Egypt,EGY,22-05-2021,1.8
Egypt,EGY,23-05-2021,1.88
Egypt,EGY,24-05-2021,1.98
Egypt,EGY,25-05-2021,2.04
Egypt,EGY,29-05-2021,2.48
Egypt,EGY,01-06-2021,2.71
Egypt,EGY,09-06-2021,3.2
Egypt,EGY,12-06-2021,3.36
Egypt,EGY,14-06-2021,3.59
Egypt,EGY,16-06-2021,3.64
Egypt,EGY,20-06-2021,3.85
Egypt,EGY,23-06-2021,3.97
Egypt,EGY,27-06-2021,4.08
Egypt,EGY,28-06-2021,4.11
Egypt,EGY,04-07-2021,4.26
Egypt,EGY,06-07-2021,4.31
Egypt,EGY,07-07-2021,4.34
Egypt,EGY,08-07-2021,4.37
Egypt,EGY,12-07-2021,4.85
Egypt,EGY,25-07-2021,5.09
Egypt,EGY,26-07-2021,5.12
Egypt,EGY,01-08-2021,5.34
Egypt,EGY,05-08-2021,5.42
Egypt,EGY,10-08-2021,5.52
Egypt,EGY,16-08-2021,6.21
Egypt,EGY,25-08-2021,7.68
Egypt,EGY,27-08-2021,8.38
Egypt,EGY,01-09-2021,9.01
Egypt,EGY,05-09-2021,9.99
Egypt,EGY,09-09-2021,10.33
Egypt,EGY,11-09-2021,11.02
Egypt,EGY,15-09-2021,11.5
Egypt,EGY,16-09-2021,12.43
Egypt,EGY,23-09-2021,14.44
Egypt,EGY,27-09-2021,15.56
El Salvador,SLV,17-02-2021,0
El Salvador,SLV,22-02-2021,0.09
El Salvador,SLV,25-02-2021,0.25
El Salvador,SLV,14-03-2021,0.38
El Salvador,SLV,17-03-2021,0.55
El Salvador,SLV,18-03-2021,0.64
El Salvador,SLV,21-03-2021,0.75
El Salvador,SLV,28-03-2021,1.07
El Salvador,SLV,31-03-2021,1.53
El Salvador,SLV,01-04-2021,1.85
El Salvador,SLV,02-04-2021,2.05
El Salvador,SLV,07-04-2021,2.45
El Salvador,SLV,09-04-2021,2.76
El Salvador,SLV,11-04-2021,3.07
El Salvador,SLV,12-04-2021,4.05
El Salvador,SLV,13-04-2021,4.77
El Salvador,SLV,14-04-2021,5.55
El Salvador,SLV,15-04-2021,6.3
El Salvador,SLV,16-04-2021,7.07
El Salvador,SLV,17-04-2021,7.7
El Salvador,SLV,19-04-2021,8.4
El Salvador,SLV,20-04-2021,9.56
El Salvador,SLV,22-04-2021,10.07
El Salvador,SLV,23-04-2021,10.72
El Salvador,SLV,26-04-2021,11.44
El Salvador,SLV,27-04-2021,12.09
El Salvador,SLV,28-04-2021,12.79
El Salvador,SLV,29-04-2021,13.42
El Salvador,SLV,30-04-2021,14.05
El Salvador,SLV,04-05-2021,15.2
El Salvador,SLV,05-05-2021,15.8
El Salvador,SLV,06-05-2021,16.39
El Salvador,SLV,07-05-2021,17.1
El Salvador,SLV,11-05-2021,17.91
El Salvador,SLV,13-05-2021,19.34
El Salvador,SLV,14-05-2021,20.1
El Salvador,SLV,15-05-2021,20.72
El Salvador,SLV,17-05-2021,21.51
El Salvador,SLV,18-05-2021,22.27
El Salvador,SLV,19-05-2021,22.97
El Salvador,SLV,20-05-2021,23.68
El Salvador,SLV,21-05-2021,24.53
El Salvador,SLV,22-05-2021,25.2
El Salvador,SLV,24-05-2021,25.98
El Salvador,SLV,25-05-2021,26.72
El Salvador,SLV,26-05-2021,27.42
El Salvador,SLV,27-05-2021,28.11
El Salvador,SLV,31-05-2021,29.54
El Salvador,SLV,01-06-2021,30.24
El Salvador,SLV,02-06-2021,30.92
El Salvador,SLV,07-06-2021,32.94
El Salvador,SLV,09-06-2021,34.23
El Salvador,SLV,11-06-2021,35.45
El Salvador,SLV,15-06-2021,36.65
El Salvador,SLV,16-06-2021,37.24
El Salvador,SLV,18-06-2021,37.84
El Salvador,SLV,21-06-2021,38.45
El Salvador,SLV,22-06-2021,39.06
El Salvador,SLV,23-06-2021,39.68
El Salvador,SLV,25-06-2021,41.03
El Salvador,SLV,01-07-2021,43.66
El Salvador,SLV,02-07-2021,44.34
El Salvador,SLV,06-07-2021,45.79
El Salvador,SLV,08-07-2021,48.12
El Salvador,SLV,09-07-2021,49.29
El Salvador,SLV,12-07-2021,50.38
El Salvador,SLV,13-07-2021,51.43
El Salvador,SLV,14-07-2021,52.5
El Salvador,SLV,16-07-2021,54.67
El Salvador,SLV,19-07-2021,55.81
El Salvador,SLV,20-07-2021,56.93
El Salvador,SLV,21-07-2021,58.06
El Salvador,SLV,22-07-2021,59.23
El Salvador,SLV,23-07-2021,60.41
El Salvador,SLV,26-07-2021,61.63
El Salvador,SLV,27-07-2021,62.8
El Salvador,SLV,28-07-2021,63.94
El Salvador,SLV,29-07-2021,65.01
El Salvador,SLV,30-07-2021,66.11
El Salvador,SLV,02-08-2021,67.41
El Salvador,SLV,03-08-2021,68.76
El Salvador,SLV,04-08-2021,70.24
El Salvador,SLV,05-08-2021,71.56
El Salvador,SLV,09-08-2021,73.07
El Salvador,SLV,10-08-2021,74.54
El Salvador,SLV,11-08-2021,75.95
El Salvador,SLV,12-08-2021,77.41
El Salvador,SLV,13-08-2021,78.91
El Salvador,SLV,16-08-2021,80.31
El Salvador,SLV,17-08-2021,81.73
El Salvador,SLV,18-08-2021,83.1
El Salvador,SLV,19-08-2021,84.52
El Salvador,SLV,20-08-2021,85.94
El Salvador,SLV,23-08-2021,87.46
El Salvador,SLV,24-08-2021,88.89
El Salvador,SLV,25-08-2021,90.45
El Salvador,SLV,27-08-2021,93.66
El Salvador,SLV,30-08-2021,95.24
El Salvador,SLV,31-08-2021,96.62
El Salvador,SLV,02-09-2021,99.26
El Salvador,SLV,03-09-2021,100.47
El Salvador,SLV,06-09-2021,101.64
El Salvador,SLV,07-09-2021,102.66
El Salvador,SLV,09-09-2021,104.73
El Salvador,SLV,10-09-2021,105.74
El Salvador,SLV,13-09-2021,106.69
El Salvador,SLV,14-09-2021,107.55
El Salvador,SLV,16-09-2021,108.4
El Salvador,SLV,19-09-2021,109.75
El Salvador,SLV,21-09-2021,110.22
El Salvador,SLV,22-09-2021,110.97
El Salvador,SLV,23-09-2021,111.96
El Salvador,SLV,26-09-2021,112.75
El Salvador,SLV,27-09-2021,113.48
El Salvador,SLV,29-09-2021,115.45
El Salvador,SLV,30-09-2021,116.36
England,,08-12-2020,0.01
England,,09-12-2020,0.03
England,,10-12-2020,0.05
England,,11-12-2020,0.07
England,,12-12-2020,0.09
England,,13-12-2020,0.1
England,,14-12-2020,0.12
England,,15-12-2020,0.23
England,,16-12-2020,0.4
England,,17-12-2020,0.57
England,,18-12-2020,0.7
England,,19-12-2020,0.86
England,,20-12-2020,1
England,,21-12-2020,1.12
England,,22-12-2020,1.27
England,,23-12-2020,1.41
England,,24-12-2020,1.46
England,,25-12-2020,1.46
England,,26-12-2020,1.46
England,,27-12-2020,1.47
England,,28-12-2020,1.49
England,,29-12-2020,1.57
England,,30-12-2020,1.76
England,,31-12-2020,1.92
England,,01-01-2021,1.96
England,,02-01-2021,2.01
England,,03-01-2021,2.04
England,,04-01-2021,2.09
England,,05-01-2021,2.19
England,,06-01-2021,2.35
England,,07-01-2021,2.71
England,,08-01-2021,3.15
England,,10-01-2021,4.13
England,,11-01-2021,4.38
England,,12-01-2021,4.71
England,,13-01-2021,5.15
England,,14-01-2021,5.64
England,,15-01-2021,6.21
England,,16-01-2021,6.7
England,,17-01-2021,6.98
England,,18-01-2021,7.28
England,,19-01-2021,7.82
England,,20-01-2021,8.38
England,,21-01-2021,9.02
England,,22-01-2021,9.77
England,,23-01-2021,10.56
England,,24-01-2021,10.91
England,,25-01-2021,11.33
England,,26-01-2021,11.79
England,,27-01-2021,12.23
England,,28-01-2021,12.84
England,,29-01-2021,13.62
England,,30-01-2021,14.59
England,,31-01-2021,15.11
England,,01-02-2021,15.61
England,,02-02-2021,16.14
England,,03-02-2021,16.81
England,,04-02-2021,17.5
England,,05-02-2021,18.22
England,,06-02-2021,19.03
England,,07-02-2021,19.44
England,,08-02-2021,19.89
England,,09-02-2021,20.44
England,,10-02-2021,21.05
England,,11-02-2021,21.74
England,,12-02-2021,22.52
England,,13-02-2021,23.28
England,,14-02-2021,23.61
England,,15-02-2021,24.01
England,,16-02-2021,24.56
England,,17-02-2021,25.32
England,,18-02-2021,26.03
England,,19-02-2021,26.61
England,,20-02-2021,27.15
England,,21-02-2021,27.36
England,,22-02-2021,27.64
England,,23-02-2021,28.16
England,,24-02-2021,28.89
England,,25-02-2021,29.68
England,,26-02-2021,30.51
England,,27-02-2021,31.2
England,,28-02-2021,31.5
England,,01-03-2021,31.81
England,,02-03-2021,32.17
England,,03-03-2021,32.66
England,,04-03-2021,33.31
England,,05-03-2021,34.06
England,,06-03-2021,34.77
England,,07-03-2021,35.04
England,,08-03-2021,35.4
England,,09-03-2021,35.81
England,,10-03-2021,36.3
England,,11-03-2021,36.79
England,,12-03-2021,37.47
England,,13-03-2021,38.34
England,,14-03-2021,38.76
England,,15-03-2021,39.41
England,,16-03-2021,40.17
England,,17-03-2021,41.03
England,,18-03-2021,42.01
England,,19-03-2021,43.14
England,,20-03-2021,44.48
England,,21-03-2021,45.05
England,,22-03-2021,45.66
England,,23-03-2021,46.38
England,,24-03-2021,47.23
England,,25-03-2021,48.04
England,,26-03-2021,49.09
England,,27-03-2021,50.1
England,,28-03-2021,50.77
England,,29-03-2021,51.34
England,,30-03-2021,52.07
England,,31-03-2021,53
England,,01-04-2021,53.95
England,,02-04-2021,54.45
England,,03-04-2021,54.86
England,,04-04-2021,54.98
England,,05-04-2021,55.11
England,,06-04-2021,55.49
England,,07-04-2021,56.25
England,,08-04-2021,57.07
England,,09-04-2021,57.89
England,,10-04-2021,58.8
England,,11-04-2021,59.14
England,,12-04-2021,59.48
England,,13-04-2021,60.01
England,,14-04-2021,60.67
England,,15-04-2021,61.47
England,,16-04-2021,62.44
England,,17-04-2021,63.45
England,,18-04-2021,63.92
England,,19-04-2021,64.45
England,,20-04-2021,65.09
England,,21-04-2021,65.85
England,,22-04-2021,66.64
England,,23-04-2021,67.53
England,,24-04-2021,68.6
England,,25-04-2021,69.11
England,,26-04-2021,69.67
England,,27-04-2021,70.38
England,,28-04-2021,71.25
England,,29-04-2021,72.15
England,,30-04-2021,72.99
England,,01-05-2021,73.79
England,,02-05-2021,74.16
England,,03-05-2021,74.44
England,,04-05-2021,74.99
England,,05-05-2021,75.8
England,,06-05-2021,76.72
England,,07-05-2021,77.64
England,,08-05-2021,78.6
England,,09-05-2021,79.02
England,,10-05-2021,79.49
England,,11-05-2021,80.21
England,,12-05-2021,81.18
England,,13-05-2021,82.16
England,,14-05-2021,83.1
England,,15-05-2021,84.09
England,,16-05-2021,84.55
England,,17-05-2021,85.08
England,,18-05-2021,85.83
England,,19-05-2021,86.79
England,,20-05-2021,87.86
England,,21-05-2021,88.85
England,,22-05-2021,90.07
England,,23-05-2021,90.64
England,,24-05-2021,91.3
England,,25-05-2021,92.16
England,,26-05-2021,93.17
England,,27-05-2021,94.23
England,,28-05-2021,95.21
England,,29-05-2021,96.16
England,,30-05-2021,96.65
England,,31-05-2021,97.05
England,,01-06-2021,97.68
England,,02-06-2021,98.43
England,,03-06-2021,99.26
England,,04-06-2021,100.09
England,,05-06-2021,101.14
England,,06-06-2021,101.7
England,,07-06-2021,102.29
England,,08-06-2021,102.93
England,,09-06-2021,103.64
England,,10-06-2021,104.39
England,,11-06-2021,105.15
England,,12-06-2021,106.04
England,,13-06-2021,106.53
England,,14-06-2021,107.04
England,,15-06-2021,107.63
England,,16-06-2021,108.25
England,,17-06-2021,108.94
England,,18-06-2021,109.58
England,,19-06-2021,110.37
England,,20-06-2021,110.76
England,,22-06-2021,111.62
England,,23-06-2021,112.18
England,,24-06-2021,112.78
England,,25-06-2021,113.33
England,,26-06-2021,114.01
England,,27-06-2021,114.4
England,,28-06-2021,114.77
England,,29-06-2021,115.18
England,,30-06-2021,115.64
England,,01-07-2021,116.15
England,,02-07-2021,116.59
England,,03-07-2021,117.1
England,,04-07-2021,117.36
England,,05-07-2021,117.67
England,,06-07-2021,117.99
England,,07-07-2021,118.34
England,,08-07-2021,118.73
England,,09-07-2021,119.12
England,,10-07-2021,119.57
England,,11-07-2021,119.78
England,,12-07-2021,120.03
England,,13-07-2021,120.34
England,,14-07-2021,120.7
England,,15-07-2021,121.09
England,,16-07-2021,121.46
England,,17-07-2021,121.92
England,,18-07-2021,122.15
England,,19-07-2021,122.41
England,,20-07-2021,122.69
England,,21-07-2021,123.02
England,,22-07-2021,123.36
England,,23-07-2021,123.7
England,,24-07-2021,124.09
England,,25-07-2021,124.29
England,,26-07-2021,124.54
England,,27-07-2021,124.8
England,,28-07-2021,125.09
England,,29-07-2021,125.41
England,,30-07-2021,125.72
England,,31-07-2021,126.1
England,,01-08-2021,126.29
England,,02-08-2021,126.5
England,,03-08-2021,126.74
England,,04-08-2021,127.02
England,,05-08-2021,127.33
England,,06-08-2021,127.62
England,,07-08-2021,128.01
England,,08-08-2021,128.2
England,,09-08-2021,128.44
England,,10-08-2021,128.71
England,,11-08-2021,129.03
England,,12-08-2021,129.38
England,,13-08-2021,129.69
England,,14-08-2021,130.07
England,,15-08-2021,130.29
England,,16-08-2021,130.55
England,,17-08-2021,130.83
England,,18-08-2021,131.16
England,,19-08-2021,131.51
England,,20-08-2021,131.86
England,,21-08-2021,132.28
England,,22-08-2021,132.51
England,,23-08-2021,132.77
England,,24-08-2021,133.05
England,,25-08-2021,133.4
England,,26-08-2021,133.71
England,,27-08-2021,133.98
England,,28-08-2021,134.25
England,,29-08-2021,134.4
England,,30-08-2021,134.52
England,,31-08-2021,134.77
England,,01-09-2021,135.02
England,,02-09-2021,135.26
England,,03-09-2021,135.49
England,,04-09-2021,135.75
England,,05-09-2021,135.89
England,,06-09-2021,136.04
England,,07-09-2021,136.21
England,,08-09-2021,136.38
England,,09-09-2021,136.57
England,,10-09-2021,136.75
England,,11-09-2021,136.94
England,,12-09-2021,137.04
England,,13-09-2021,137.17
England,,14-09-2021,137.3
England,,15-09-2021,137.43
England,,16-09-2021,137.57
England,,17-09-2021,137.7
England,,18-09-2021,137.85
England,,19-09-2021,137.93
England,,20-09-2021,138.03
England,,21-09-2021,138.13
England,,22-09-2021,138.23
England,,23-09-2021,138.34
England,,24-09-2021,138.45
England,,25-09-2021,138.56
England,,26-09-2021,138.61
England,,27-09-2021,138.7
England,,28-09-2021,138.8
England,,29-09-2021,138.9
England,,30-09-2021,139.01
England,,01-10-2021,139.12
Equatorial Guinea,GNQ,16-03-2021,0.45
Equatorial Guinea,GNQ,29-03-2021,0.84
Equatorial Guinea,GNQ,01-04-2021,0.97
Equatorial Guinea,GNQ,16-04-2021,2.27
Equatorial Guinea,GNQ,20-04-2021,3.13
Equatorial Guinea,GNQ,22-04-2021,3.85
Equatorial Guinea,GNQ,28-04-2021,5.21
Equatorial Guinea,GNQ,18-05-2021,12.12
Equatorial Guinea,GNQ,22-05-2021,13.31
Equatorial Guinea,GNQ,25-05-2021,14.25
Equatorial Guinea,GNQ,28-05-2021,15.15
Equatorial Guinea,GNQ,31-05-2021,15.48
Equatorial Guinea,GNQ,03-06-2021,16.29
Equatorial Guinea,GNQ,10-06-2021,17.05
Equatorial Guinea,GNQ,12-06-2021,17.12
Equatorial Guinea,GNQ,15-06-2021,17.59
Equatorial Guinea,GNQ,17-06-2021,17.74
Equatorial Guinea,GNQ,23-06-2021,17.9
Equatorial Guinea,GNQ,25-06-2021,17.97
Equatorial Guinea,GNQ,28-06-2021,18.27
Equatorial Guinea,GNQ,30-06-2021,18.28
Equatorial Guinea,GNQ,02-07-2021,18.62
Equatorial Guinea,GNQ,05-07-2021,18.68
Equatorial Guinea,GNQ,07-07-2021,19.11
Equatorial Guinea,GNQ,10-07-2021,19.24
Equatorial Guinea,GNQ,13-07-2021,19.25
Equatorial Guinea,GNQ,17-07-2021,19.9
Equatorial Guinea,GNQ,21-07-2021,20.26
Equatorial Guinea,GNQ,24-07-2021,20.79
Equatorial Guinea,GNQ,29-07-2021,21.12
Equatorial Guinea,GNQ,02-08-2021,21.3
Equatorial Guinea,GNQ,04-08-2021,21.5
Equatorial Guinea,GNQ,07-08-2021,21.68
Equatorial Guinea,GNQ,12-08-2021,22.24
Equatorial Guinea,GNQ,16-08-2021,22.45
Equatorial Guinea,GNQ,18-08-2021,22.71
Equatorial Guinea,GNQ,21-08-2021,22.88
Equatorial Guinea,GNQ,24-08-2021,23.21
Equatorial Guinea,GNQ,27-08-2021,23.84
Equatorial Guinea,GNQ,02-09-2021,24.39
Equatorial Guinea,GNQ,04-09-2021,24.86
Equatorial Guinea,GNQ,08-09-2021,25.11
Equatorial Guinea,GNQ,10-09-2021,25.3
Equatorial Guinea,GNQ,13-09-2021,25.53
Equatorial Guinea,GNQ,20-09-2021,26.34
Equatorial Guinea,GNQ,30-09-2021,27.39
Estonia,EST,27-12-2020,0.01
Estonia,EST,28-12-2020,0.04
Estonia,EST,29-12-2020,0.07
Estonia,EST,30-12-2020,0.14
Estonia,EST,31-12-2020,0.19
Estonia,EST,01-01-2021,0.19
Estonia,EST,02-01-2021,0.19
Estonia,EST,03-01-2021,0.19
Estonia,EST,04-01-2021,0.24
Estonia,EST,05-01-2021,0.38
Estonia,EST,06-01-2021,0.5
Estonia,EST,07-01-2021,0.6
Estonia,EST,08-01-2021,0.77
Estonia,EST,09-01-2021,0.81
Estonia,EST,10-01-2021,0.82
Estonia,EST,11-01-2021,0.89
Estonia,EST,12-01-2021,1.01
Estonia,EST,13-01-2021,1.11
Estonia,EST,14-01-2021,1.25
Estonia,EST,15-01-2021,1.34
Estonia,EST,16-01-2021,1.36
Estonia,EST,17-01-2021,1.37
Estonia,EST,18-01-2021,1.45
Estonia,EST,19-01-2021,1.53
Estonia,EST,20-01-2021,1.64
Estonia,EST,21-01-2021,1.81
